Systematic_ID	Mass (kDa)	pI	Charge	Residues	CAI
SPBC215.03c	48.66	4.79	-14.57	422	0.57
SPBC215.04	7.92	9.8	4.15	72	0.48
SPBC215.05	41.99	5	-9.81	385	0.54
SPBC215.06c	20.53	9.51	10.97	180	0.57
SPBC215.07c	62.82	4.68	-21.23	568	0.61
SPBC215.08c	127.48	6.49	-7.27	1160	0.53
SPBC215.09c	41.00	6.77	-0.45	395	0.53
SPBC215.10	33.26	5.24	-6	302	0.57
SPBC215.11c	33.92	6.94	-0.11	306	0.57
SPBC215.12	111.31	5.37	-25.64	984	0.6
SPBC215.13	53.36	6.51	-2.15	534	0.54
SPBC215.14c	25.56	4.64	-8.04	226	0.57
SPBC215.15	32.57	5.11	-9.81	297	0.52
SPBC216.01c	95.44	4.23	-61.39	836	0.61
SPBC216.02	111.37	9.21	24.1	968	0.64
SPBC216.03	27.21	6.63	-1.38	247	0.55
SPBC216.04c	15.61	7.2	0.73	138	0.55
SPBC216.05	273.53	7.31	8.23	2386	0.6
SPBC216.06c	112.63	5.58	-15.95	971	0.6
SPBC216.07c	266.38	7.12	2.98	2337	0.61
SPBC21B10.02	16.09	4.83	-6.83	141	0.54
SPBC21B10.03c	85.52	9.74	15.61	791	0.57
SPBC21B10.04c	13.39	11.4	8.18	122	0.45
SPBC21B10.05c	35.13	6.6	-3.46	314	0.59
SPBC21B10.06c	54.91	7.97	5.32	470	0.63
SPBC21B10.07	46.51	4.67	-18.38	419	0.57
SPBC21B10.08c	21.83	5.93	-3.57	198	0.49
SPBC21B10.09	58.25	8.73	10.07	519	0.62
SPBC21B10.10	29.66	10.94	25.57	262	0.5
SPBC21B10.11	8.27	9.14	1.94	72	0.43
SPBC21B10.12	29.95	5.65	-5.49	260	0.56
SPBC21B10.13c	23.16	7.59	1.56	201	0.57
SPBC21B10.14	9.73	7.09	0.18	89	0.5
SPBC21B10.15	6.96	10.54	5.97	60	0.47
SPBC21C3.01c	354.01	6.27	-37.68	3071	0.62
SPBC21C3.02c	55.63	4.68	-24.65	491	0.63
SPBC21C3.03	79.37	10.11	26.21	692	0.62
SPBC21C3.04c	12.73	12.62	20.69	108	0.51
SPBC21C3.05	24.99	10.26	16.12	217	0.62
SPBC21C3.06	13.84	10.55	6.43	122	0.56
SPBC21C3.07c	35.84	5.58	-3.41	307	0.55
SPBC21C3.08c	48.25	6.3	-4.58	438	0.47
SPBC21C3.09c	24.17	9.41	5.13	221	0.62
SPBC21C3.10c	29.75	6.92	-0.16	268	0.64
SPBC21C3.11	46.70	9.45	7.38	425	0.6
SPBC21C3.12c	13.93	9.76	5.39	124	0.57
SPBC21C3.13	16.15	10.18	8.91	144	0.5
SPBC21C3.14c	94.03	4.63	-42.02	841	0.59
SPBC21C3.15c	57.57	7.26	1.49	522	0.56
SPBC21C3.16c	11.88	8.05	1.13	105	0.58
SPBC21C3.17c	21.29	9.95	7.4	186	0.57
SPBC21C3.18	49.15	6.2	-7.38	429	0.59
SPBC21C3.19	11.89	7.61	0.67	106	0.49
SPBC21C3.20c	128.30	5.5	-23.21	1098	0.66
SPBC21D10.05c	65.54	6.51	-2.72	601	0.59
SPBC21D10.06c	98.66	3.9	-40.73	948	0.58
SPBC21D10.07	12.29	8.99	4.83	104	0.49
SPBC21D10.08c	31.76	6.4	-2.49	277	0.59
SPBC21D10.09c	184.37	5.58	-24.25	1610	0.6
SPBC21D10.10	34.15	5.01	-7.34	299	0.58
SPBC21D10.11c	55.54	8	4.17	501	0.59
SPBC21D10.12	51.39	5.08	-9.6	466	0.59
SPBC21H7.02	23.53	4.37	-12.3	215	0.56
SPBC21H7.03c	52.76	4.46	-21.13	463	0.59
SPBC21H7.04	78.83	9.25	15.11	709	0.57
SPBC21H7.05	66.20	6.51	-3.48	582	0.62
SPBC21H7.06c	22.04	5.71	-1.59	200	0.6
SPBC21H7.07c	23.52	6.91	-0.45	216	0.6
SPBC23E6.01c	51.70	4.79	-11.66	473	0.57
SPBC23E6.02	118.36	6.69	-4.62	1040	0.59
SPBC23E6.03c	32.43	5.59	-6.32	286	0.6
SPBC23E6.04c	186.41	5.7	-23.29	1649	0.6
SPBC23E6.05	45.67	6.09	-6.32	417	0.52
SPBC23E6.06c	22.56	4.76	-8.18	204	0.58
SPBC23E6.07c	103.49	9.62	23.61	934	0.61
SPBC23E6.08	62.62	5.63	-9.56	550	0.64
SPBC23E6.09	121.52	6.22	-12.44	1102	0.58
SPBC23E6.10c	39.38	7.34	1.31	359	0.59
SPBC23G7.04c	75.45	6.91	-1.25	681	0.61
SPBC23G7.05	12.43	9.32	2.43	109	0.4
SPBC23G7.06c	87.06	9.71	20.01	779	0.61
SPBC23G7.07c	31.62	8.42	3.56	277	0.59
SPBC23G7.08c	76.68	8.69	8.93	695	0.62
SPBC23G7.09	21.00	10.14	12.88	181	0.53
SPBC23G7.10c	43.68	6.45	-3.92	395	0.59
SPBC23G7.11	24.29	7.5	1.29	213	0.54
SPBC23G7.12c	45.07	8.6	3.64	403	0.57
SPBC23G7.13c	71.72	8.29	4.72	664	0.6
SPBC23G7.14	15.79	4.8	-4.03	131	0.54
SPBC23G7.15c	11.12	3.68	-16	110	0.46
SPBC23G7.16	16.75	9.21	7.5	148	0.55
SPBC23G7.17c	4.86	10.13	2.94	42	0.37
SPBC244.01c	74.47	6.83	-1.33	660	0.61
SPBC244.02c	55.64	7.01	0.02	488	0.59
SPBC24C6.02	68.74	10.14	26.28	606	0.64
SPBC24C6.03	47.93	7.83	4.36	425	0.59
SPBC24C6.04	60.22	7.37	1.74	548	0.54
SPBC24C6.05	31.77	4.08	-23.08	288	0.6
SPBC24C6.06	46.26	7.47	2.09	407	0.65
SPBC24C6.07	28.16	6.88	-0.44	240	0.57
SPBC24C6.08c	40.80	7.47	1.88	367	0.57
SPBC24C6.09c	92.51	6.46	-9.17	825	0.62
SPBC24C6.10c	43.68	4.47	-16.44	374	0.7
SPBC24C6.11	17.09	9	9.4	146	0.5
SPBC24C6.13	10.22	8.98	4.34	90	0.51
SPBC25B2.01	66.02	5.37	-10.64	592	0.62
SPBC25B2.02c	150.89	6.56	-7.38	1336	0.59
SPBC25B2.03	61.80	5.92	-13.74	554	0.58
SPBC25B2.04c	37.87	10.15	18.34	328	0.55
SPBC25B2.05	38.59	10.24	21.09	327	0.55
SPBC25B2.06c	31.78	6.05	-2.91	284	0.59
SPBC25B2.07c	53.76	12.43	47.88	501	0.55
SPBC25B2.08	13.98	11.41	12.64	125	0.53
SPBC25B2.09c	70.69	6.65	-2.63	618	0.53
SPBC25B2.10	34.08	10.25	14.83	307	0.6
SPBC25B2.11	52.36	8.09	7.95	463	0.62
SPBC25D12.02c	65.98	4.65	-29.04	599	0.54
SPBC25D12.03c	85.62	5.54	-15.71	760	0.57
SPBC25D12.04	45.40	4.59	-22.68	391	0.53
SPBC25D12.05	60.30	8.33	8.51	548	0.6
SPBC25D12.06	66.89	10.03	28.04	585	0.6
SPBC25H2.02	80.14	7.27	2.2	703	0.52
SPBC25H2.03	92.45	5.75	-9.34	811	0.64
SPBC25H2.04c	18.64	8.46	2.37	175	0.58
SPBC25H2.05	18.79	4.7	-5.75	173	0.44
SPBC25H2.06c	33.04	9.74	11.29	293	0.64
SPBC25H2.07	15.68	5.42	-1.79	138	0.49
SPBC25H2.08c	47.89	8.46	6.19	422	0.61
SPBC25H2.09	18.77	6.95	-0.09	162	0.58
SPBC25H2.10c	33.12	5.74	-4.6	287	0.57
SPBC25H2.11c	112.90	4.55	-55.08	992	0.62
SPBC25H2.12c	60.69	5.45	-7.58	558	0.56
SPBC25H2.13c	252.88	7.15	3.46	2199	0.61
SPBC25H2.14	27.76	9.63	9.57	235	0.57
SPBC25H2.15	44.28	8.23	6.04	396	0.62
SPBC25H2.16c	59.48	5.12	-8.13	533	0.57
SPBC25H2.18	13.44	7.51	1.06	120	0.6
SPBC26H8.01	35.27	6.26	-2.61	328	0.52
SPBC26H8.02c	46.43	6.09	-4.82	419	0.59
SPBC26H8.03	102.76	7.01	0.17	905	0.58
SPBC26H8.04c	169.99	7.47	6.88	1496	0.59
SPBC26H8.05c	39.21	4.44	-19.63	348	0.58
SPBC26H8.06	27.10	4.52	-8.57	244	0.55
SPBC26H8.07c	49.47	4.49	-24.45	448	0.53
SPBC26H8.08c	52.43	9.39	5.48	470	0.55
SPBC26H8.09c	59.04	4.73	-33	515	0.54
SPBC26H8.10	110.14	6.88	-1.5	970	0.6
SPBC26H8.11c	19.59	8.2	3.27	175	0.56
SPBC26H8.12	42.88	6.8	-0.94	377	0.62
SPBC26H8.13c	14.09	9.16	13.02	124	0.56
SPBC26H8.14c	7.49	5.79	-0.95	70	0.43
SPBC26H8.16	11.65	9.85	4.67	100	0.48
SPBC27.01c	15.64	4.34	-14.03	132	0.54
SPBC27.02c	34.59	4.64	-15.87	307	0.59
SPBC27.03	71.46	4.57	-36.88	622	0.61
SPBC27.04	118.26	4.18	-102.68	1052	0.64
SPBC27.05	12.71	8.19	1.39	108	0.54
SPBC27.06c	12.92	10.56	5.18	120	0.56
SPBC27.08c	54.75	7.14	0.62	490	0.55
SPBC27B12.01c	35.20	8.14	3.97	313	0.59
SPBC27B12.02	13.43	11.37	11.18	112	0.5
SPBC27B12.03c	39.06	7.31	1.79	329	0.56
SPBC27B12.04c	95.09	8.3	11.61	817	0.65
SPBC27B12.05	55.37	6.46	-5.33	482	0.56
SPBC27B12.06	104.99	6.85	-2.05	918	0.64
SPBC27B12.07	33.59	7.85	2.14	290	0.6
SPBC27B12.08	217.69	6.45	-11.92	1919	0.62
SPBC27B12.09c	30.86	10.37	18.02	277	0.58
SPBC27B12.10c	6.04	10.24	3.21	52	0.48
SPBC27B12.11c	81.93	6.86	-2.88	738	0.58
SPBC27B12.12c	89.40	6.19	-10.81	803	0.61
SPBC27B12.13	37.55	6.25	-2.71	344	0.57
SPBC27B12.14	8.10	10.46	4.97	72	0.45
SPBC28E12.01c	15.63	5.01	-6.56	135	0.55
SPBC28E12.02	75.49	6.04	-8.65	663	0.64
SPBC28E12.03	104.49	8.28	14.08	933	0.61
SPBC28E12.04	41.27	10.01	22.81	356	0.59
SPBC28E12.05	38.92	9.28	4.23	334	0.54
SPBC28E12.06c	295.65	6.84	-4.77	2609	0.59
SPBC28F2.02	33.28	9.95	12.61	292	0.53
SPBC28F2.03	17.40	8.86	3.61	162	0.47
SPBC28F2.04c	21.32	7.5	0.65	187	0.6
SPBC28F2.05c	32.05	8.13	3.73	276	0.62
SPBC28F2.06c	30.52	4.68	-13.88	273	0.59
SPBC28F2.07	33.64	7.51	0.88	299	0.56
SPBC28F2.08c	80.26	7.57	4.14	713	0.63
SPBC28F2.09	39.98	4.08	-30.11	369	0.57
SPBC28F2.10c	62.41	4.31	-37.98	551	0.62
SPBC28F2.11	33.89	10.02	9.7	310	0.6
SPBC28F2.12	194.16	5.7	-23.97	1752	0.56
SPBC29A10.01	76.77	5.35	-16.09	678	0.57
SPBC29A10.02	62.94	9.29	13.44	567	0.57
SPBC29A10.03c	62.28	4.56	-30.12	544	0.61
SPBC29A10.04	140.52	5.66	-19.56	1228	0.59
SPBC29A10.05	63.87	9.95	23.92	571	0.57
SPBC29A10.06c	35.12	4.51	-14.94	298	0.58
SPBC29A10.07	139.58	8.2	12.52	1250	0.64
SPBC29A10.08	50.61	5.12	-6.41	459	0.53
SPBC29A10.09c	49.00	8.14	5.37	427	0.6
SPBC29A10.10c	222.21	8.58	30.19	1944	0.61
SPBC29A10.11c	45.30	4.72	-16.06	402	0.58
SPBC29A10.12	24.07	10.16	10.49	207	0.59
SPBC29A10.13	19.14	10.18	6.23	175	0.52
SPBC29A10.14	64.01	5.4	-14.93	561	0.61
SPBC29A10.15	80.51	7.4	2.8	707	0.59
SPBC29A10.16c	13.91	4.34	-9.28	124	0.54
SPBC29A10.17	17.55	4.27	-11.05	153	0.5
SPBC29A3.01	97.89	5.19	-16.04	904	0.62
SPBC29A3.02c	46.18	5.51	-8.05	417	0.59
SPBC29A3.03c	45.63	7.13	0.77	398	0.58
SPBC29A3.04	28.61	11.06	30.43	259	0.48
SPBC29A3.05	16.30	10.14	15.21	139	0.58
SPBC29A3.06	62.47	5.15	-14.22	555	0.59
SPBC29A3.07c	13.16	9.26	3.19	114	0.48
SPBC29A3.08	29.85	10.95	26.81	263	0.55
SPBC29A3.09c	83.76	6.52	-5.89	736	0.55
SPBC29A3.10c	11.57	5.9	-0.77	103	0.48
SPBC29A3.11c	33.19	10.29	19.26	297	0.65
SPBC29A3.12	22.24	11.04	17.16	192	0.48
SPBC29A3.13	40.92	9.26	5.18	359	0.59
SPBC29A3.14c	116.33	10.29	65.33	988	0.66
SPBC29A3.15c	53.23	9.52	13.7	476	0.61
SPBC29A3.16	19.04	10.57	10.23	166	0.52
SPBC29A3.17	60.28	7.21	1.05	525	0.66
SPBC29A3.18	34.34	8.72	5.06	307	0.59
SPBC29A3.21	11.90	9.25	7.02	100	0.51
SPBC29B5.01	59.71	5.75	-3.88	566	0.57
SPBC29B5.02c	89.19	5.99	-6.57	785	0.63
SPBC29B5.03c	14.34	11.76	20.46	126	0.42
SPBC29B5.04c	68.51	5.58	-8.77	605	0.6
SPBC2A9.02	31.52	6.04	-4.92	295	0.57
SPBC2A9.03	47.65	5.55	-9.47	426	0.62
SPBC2A9.04c	80.38	4.66	-37.08	741	0.6
SPBC2A9.05c	22.97	9.71	4.19	200	0.61
SPBC2A9.06c	29.86	6.57	-2.69	258	0.53
SPBC2A9.07c	28.17	4.66	-15.15	246	0.54
SPBC2A9.08c	24.90	8.71	3.38	215	0.6
SPBC2A9.09	26.25	4.03	-27.29	233	0.58
SPBC2A9.10	30.48	9.63	8.84	268	0.61
SPBC2A9.11c	46.22	7.14	0.49	395	0.58
SPBC2A9.12	30.70	8.53	4.31	264	0.6
SPBC2A9.13	5.16	9.34	1.94	48	0.48
SPBC2A9.14	7.69	11.19	8.45	66	0.51
SPBC2D10.03c	17.66	4.22	-12.73	157	0.6
SPBC2D10.04	72.73	8.69	10.57	658	0.59
SPBC2D10.05	53.70	6.08	-10.45	464	0.58
SPBC2D10.06	52.62	6.74	-1	472	0.63
SPBC2D10.07c	17.27	8.74	3.84	157	0.56
SPBC2D10.08c	29.55	10.27	13.61	261	0.56
SPBC2D10.09	47.93	9.77	16.03	429	0.57
SPBC2D10.10c	32.04	10.76	20.61	305	0.52
SPBC2D10.11c	43.37	4.17	-36.6	379	0.59
SPBC2D10.12	40.14	4.11	-26.58	368	0.53
SPBC2D10.13	57.27	8.33	12.66	490	0.56
SPBC2D10.14c	167.66	9.29	42.39	1471	0.57
SPBC2D10.15c	23.41	10.15	13.54	206	0.6
SPBC2D10.16	12.82	5.73	-2.4	110	0.48
SPBC2D10.17	136.68	9.22	27.76	1238	0.58
SPBC2D10.18	68.57	9.68	20.16	610	0.6
SPBC2D10.19c	11.64	10.85	12.67	105	0.53
SPBC2D10.20	24.51	4.55	-9.1	217	0.58
SPBC2F12.02c	32.38	10.21	11.67	287	0.57
SPBC2F12.03c	98.57	8.75	17.78	891	0.58
SPBC2F12.04	20.81	11.03	20.15	187	0.53
SPBC2F12.05c	148.47	7.33	5.97	1310	0.58
SPBC2F12.07c	27.10	11.45	26.56	253	0.45
SPBC2F12.08c	46.87	7.2	0.76	402	0.58
SPBC2F12.09c	39.42	7.37	1.91	355	0.65
SPBC2F12.10	35.64	9.22	8.04	308	0.63
SPBC2F12.11c	24.67	9.38	8.24	219	0.61
SPBC2F12.12c	60.86	9.52	11.37	517	0.59
SPBC2F12.13	99.06	7.94	5.2	883	0.6
SPBC2F12.14c	57.03	6.86	-0.69	524	0.52
SPBC2F12.15c	38.09	7.91	4.92	329	0.62
SPBC2F12.17	6.73	10.37	6.21	59	0.43
SPBC2G2.01c	57.96	9.1	12.13	514	0.61
SPBC2G2.02	121.82	8	9.3	1076	0.61
SPBC2G2.03c	10.44	11.08	8.22	102	0.51
SPBC2G2.04c	17.54	9.78	7.1	162	0.54
SPBC2G2.05	22.35	11.39	32.08	197	0.61
SPBC2G2.06c	76.53	5.75	-7.84	677	0.63
SPBC2G2.07c	25.67	10.65	21.34	225	0.63
SPBC2G2.08	105.76	8.66	15.14	972	0.59
SPBC2G2.09c	34.29	5.67	-4.8	300	0.59
SPBC2G2.10c	27.80	5.12	-5.16	248	0.57
SPBC2G2.11	53.70	6.99	-0.03	466	0.59
SPBC2G2.12	63.30	8.3	3.81	563	0.57
SPBC2G2.13c	35.97	8.07	5.24	322	0.56
SPBC2G2.14	59.58	9.86	13.08	533	0.6
SPBC2G2.15c	24.74	9.94	11.31	218	0.63
SPBC2G2.16	45.59	6.43	-3.01	412	0.59
SPBC2G2.17c	34.35	4.7	-9.9	319	0.57
SPBC2G5.01	43.10	9.44	9.81	374	0.56
SPBC2G5.02c	29.06	4.68	-10.8	254	0.56
SPBC2G5.03	37.86	8.39	6.83	335	0.61
SPBC2G5.04c	37.61	8.07	2.82	333	0.64
SPBC2G5.05	75.18	6.79	-2.27	685	0.49
SPBC2G5.06c	51.57	9.95	21.02	459	0.53
SPBC2G5.07c	23.24	4.66	-7.63	203	0.58
SPBC30B4.01c	38.40	7.56	1.15	374	0.6
SPBC30B4.02c	79.05	4.53	-40.33	695	0.66
SPBC30B4.03c	43.84	8.69	4.36	391	0.64
SPBC30B4.04c	96.02	8.09	6.31	865	0.62
SPBC30B4.05	109.42	4.7	-31.42	967	0.61
SPBC30B4.06c	74.23	9.35	18.29	666	0.61
SPBC30B4.07c	33.28	8.26	5.84	297	0.59
SPBC30B4.08	35.09	6.52	-1.3	297	0.63
SPBC30B4.09	5.42	10.77	3.91	51	0.38
SPBC30D10.02	18.33	4.71	-9.88	161	0.55
SPBC30D10.03c	45.81	5.86	-5.97	405	0.61
SPBC30D10.04	20.58	6.54	-1.03	181	0.5
SPBC30D10.05c	26.64	8.69	2.65	247	0.57
SPBC30D10.06	13.94	11.11	10.64	121	0.56
SPBC30D10.07c	70.63	7.74	2.68	631	0.61
SPBC30D10.08	31.18	9.05	7.29	270	0.58
SPBC30D10.09c	19.03	9.69	6.4	166	0.55
SPBC30D10.10c	266.18	6.89	-3.77	2335	0.59
SPBC30D10.11	76.43	9.67	26.01	653	0.65
SPBC30D10.12c	10.70	10.96	12.98	93	0.48
SPBC30D10.13c	39.62	6.38	-1.88	366	0.52
SPBC30D10.14	27.41	6.02	-3.01	249	0.58
SPBC30D10.15	57.64	4.33	-29.91	516	0.58
SPBC30D10.16	31.59	8	3.42	287	0.6
SPBC30D10.17c	55.56	4.32	-29.12	504	0.53
SPBC30D10.18c	23.88	10.48	16.88	216	0.51
SPBC30D10.21	11.54	10.54	8.37	100	0.53
SPBC317.01	41.57	7.72	4.81	372	0.55
SPBC31A8.01c	33.66	7.53	1.73	308	0.54
SPBC31E1.01c	184.31	4.87	-45.62	1646	0.6
SPBC31E1.02c	98.36	6.04	-6.63	899	0.57
SPBC31E1.03	8.43	8.22	1.4	73	0.51
SPBC31E1.04	29.56	5.98	-3.61	263	0.6
SPBC31E1.05	56.29	9.55	14.5	480	0.59
SPBC31E1.06	127.64	7.07	0.73	1121	0.59
SPBC31F10.02	17.18	7.55	1.3	161	0.53
SPBC31F10.03	23.57	6.87	-0.44	203	0.6
SPBC31F10.04c	62.48	5.03	-14.12	545	0.6
SPBC31F10.05	25.02	9.5	8.07	217	0.57
SPBC31F10.06c	21.28	6.11	-2.13	190	0.57
SPBC31F10.07	34.19	7.25	0.83	304	0.58
SPBC31F10.08	31.80	9.53	9.82	278	0.57
SPBC31F10.09c	16.34	4.05	-13	144	0.49
SPBC31F10.10c	64.14	9.18	13.82	574	0.58
SPBC31F10.11c	80.84	7.12	0.7	674	0.61
SPBC31F10.12	20.25	9.63	5.65	181	0.52
SPBC31F10.13c	103.69	6.74	-3.39	932	0.58
SPBC31F10.14c	186.70	6.49	-9.81	1630	0.59
SPBC31F10.15c	7.74	9.77	4.18	67	0.47
SPBC31F10.16	74.09	5.86	-11.18	649	0.57
SPBC31F10.17c	14.73	10.93	15.4	127	0.64
SPBC32C12.02	51.24	8.19	4.92	468	0.58
SPBC32C12.03c	47.67	9.49	18.51	423	0.62
SPBC32F12.01c	48.34	8.26	7.05	424	0.55
SPBC32F12.02	32.94	4.8	-13.53	302	0.57
SPBC32F12.03c	18.06	8.44	2.37	158	0.55
SPBC32F12.04	49.97	6.02	-5.73	446	0.61
SPBC32F12.05c	25.63	6.17	-2.05	217	0.61
SPBC32F12.06	38.29	5.99	-3.7	342	0.62
SPBC32F12.07c	38.95	8.23	5.8	340	0.64
SPBC32F12.08c	31.91	11.69	21.2	282	0.57
SPBC32F12.09	25.29	10.01	7.41	230	0.51
SPBC32F12.10	60.60	6.52	-3.8	554	0.61
SPBC32F12.11	35.87	6.68	-0.89	336	0.44
SPBC32F12.12c	17.92	7.12	0.09	164	0.53
SPBC32F12.15	7.95	4.04	-9.03	68	0.42
SPBC32F12.16	10.34	7.53	0.22	91	0.52
SPBC32H8.01c	21.35	9.35	6.83	187	0.56
SPBC32H8.02c	46.43	8.98	9.19	415	0.61
SPBC32H8.03	33.13	8.43	4.03	299	0.56
SPBC32H8.04c	22.35	10.1	14.73	192	0.59
SPBC32H8.05	13.30	11.22	16.46	117	0.53
SPBC32H8.06	44.73	6.94	-0.48	383	0.64
SPBC32H8.07	32.83	4.72	-9.13	305	0.64
SPBC32H8.08c	45.44	5.97	-6.63	383	0.6
SPBC32H8.09	55.95	6.7	-3.31	483	0.59
SPBC32H8.10	68.03	9.78	24.6	591	0.6
SPBC32H8.11	57.68	6.83	-1.38	517	0.59
SPBC32H8.12c	41.76	5.16	-9.97	375	0.47
SPBC32H8.13c	266.56	6.66	-10.48	2352	0.61
SPBC32H8.15	11.42	9	5.05	101	0.53
SPBC336.01	99.70	8.23	10.4	878	0.61
SPBC336.02	34.68	9.91	12.25	307	0.62
SPBC336.03	112.73	6.19	-9.76	987	0.59
SPBC336.04	123.57	7.96	8.23	1086	0.58
SPBC336.05c	43.83	8.71	11.74	378	0.58
SPBC336.06c	29.42	9.37	7.61	264	0.62
SPBC336.07	153.64	8.22	12.11	1339	0.59
SPBC336.08	23.04	4.72	-8.3	198	0.62
SPBC336.09c	61.91	6.45	-3.55	537	0.59
SPBC336.10c	17.13	4.52	-11.64	157	0.46
SPBC336.11	58.38	7.99	3.53	508	0.66
SPBC336.12c	85.51	6.34	-6.87	767	0.62
SPBC336.13c	20.55	10.66	9.95	180	0.52
SPBC336.14c	67.27	7.85	4.77	589	0.6
SPBC336.15	114.47	10.22	38.06	1018	0.59
SPBC336.16	8.22	5.45	-1.57	71	0.43
SPBC337.02c	36.00	4.68	-12.58	305	0.61
SPBC337.03	42.93	4.36	-22.87	387	0.62
SPBC337.04	47.94	8.74	9.39	413	0.56
SPBC337.05c	59.96	4.96	-15.76	546	0.55
SPBC337.06c	30.43	4.66	-16.28	265	0.53
SPBC337.07c	57.49	4.65	-20.52	497	0.61
SPBC337.08c	42.97	7.85	1.22	382	0.4
SPBC337.09	15.25	8.92	4.33	136	0.53
SPBC337.10c	31.53	4.43	-15.5	288	0.56
SPBC337.11	35.12	8.79	6.5	325	0.65
SPBC337.12	42.32	8.75	13.42	376	0.59
SPBC337.13c	35.01	5.71	-4.7	308	0.58
SPBC337.14	15.36	4.52	-6.85	135	0.56
SPBC337.15c	24.40	8.34	3.79	216	0.58
SPBC337.16	21.79	9.31	7.06	196	0.54
SPBC342.01c	59.20	9.71	17.4	506	0.54
SPBC342.02	92.07	7.84	5.51	811	0.58
SPBC342.03	50.76	6.14	-5.56	456	0.6
SPBC342.04	31.82	4.23	-17.63	291	0.58
SPBC342.05	87.46	8.26	6.91	778	0.59
SPBC342.06c	42.37	8.38	6.62	369	0.58
SPBC354.01	40.75	8.98	6.8	363	0.58
SPBC354.02c	53.25	8.92	5.58	479	0.58
SPBC354.03	42.98	5.96	-6.62	380	0.57
SPBC354.04	18.83	4.68	-7.28	163	0.62
SPBC354.05c	86.83	7.05	0.56	793	0.61
SPBC354.06	10.99	10.98	9.46	96	0.5
SPBC354.07c	45.07	5.11	-9.33	397	0.6
SPBC354.08c	99.21	8.12	8.85	865	0.61
SPBC354.09c	88.96	4.39	-47.52	794	0.61
SPBC354.10	100.13	9.97	25.57	963	0.58
SPBC354.12	35.67	8.07	2.58	335	0.45
SPBC354.13	80.78	7.04	0.32	733	0.64
SPBC354.14c	60.23	4.5	-25.22	550	0.54
SPBC354.15	46.32	6.28	-2.67	412	0.61
SPBC359.01	63.66	6.62	-1.55	581	0.62
SPBC359.02	41.15	5.66	-6.28	370	0.55
SPBC359.03c	63.26	6.71	-1.32	579	0.62
SPBC359.04c	37.95	3.73	-22.77	358	0.6
SPBC359.05	166.61	8.61	19.91	1465	0.62
SPBC359.06	28.81	6.51	-3.3	257	0.54
SPBC36.01c	64.18	7.35	1.12	580	0.58
SPBC36.02c	63.69	8.18	5.57	577	0.55
SPBC36.03c	59.17	7.2	0.87	538	0.57
SPBC36.04	37.85	9.36	9.76	351	0.58
SPBC36.05c	46.11	5.52	-13.18	405	0.61
SPBC36.06c	40.95	5.07	-6.51	351	0.59
SPBC36.07	141.61	5.22	-26.34	1253	0.62
SPBC36.08c	21.83	5.57	-5.35	191	0.55
SPBC36.09	57.25	5.06	-17.77	492	0.63
SPBC36.10	21.09	6.51	-1.68	184	0.6
SPBC36.11	37.74	7.86	2.37	343	0.56
SPBC36.12c	42.96	5.14	-7.99	379	0.6
SPBC365.01	41.01	8	1.63	355	0.57
SPBC365.02c	43.13	10.09	21.92	387	0.63
SPBC365.03c	18.38	10.75	19.86	160	0.44
SPBC365.04c	26.81	10.71	23.68	233	0.54
SPBC365.05c	42.87	6.7	-0.86	379	0.54
SPBC365.06	12.93	4.58	-5.61	117	0.54
SPBC365.07c	62.44	4.79	-17.23	547	0.59
SPBC365.08c	25.11	10.12	11.89	224	0.57
SPBC365.09c	35.45	10.36	19.25	304	0.56
SPBC365.10	82.36	5.95	-9.38	721	0.59
SPBC365.11	30.58	5.78	-4.56	266	0.58
SPBC365.12c	75.70	9.79	20.6	684	0.55
SPBC365.13c	43.20	5.89	-3.78	399	0.64
SPBC365.14c	39.23	7.08	0.42	355	0.57
SPBC365.15	90.16	5.45	-17.45	784	0.63
SPBC365.16	30.41	11.07	20.6	277	0.59
SPBC365.20c	24.50	5.98	-5.69	220	0.58
SPBC36B7.02	40.33	6.95	-0.3	353	0.58
SPBC36B7.03	69.73	4.84	-21.69	611	0.61
SPBC36B7.04	45.33	9.11	10.68	399	0.57
SPBC36B7.05c	31.77	4.49	-15.95	279	0.56
SPBC36B7.06c	17.24	6.24	-2.59	151	0.51
SPBC36B7.07	24.97	4.27	-14.57	225	0.59
SPBC36B7.08c	28.64	4.01	-34.71	244	0.56
SPBC36B7.09	181.19	6.25	-16.62	1576	0.61
SPBC3B8.01c	52.72	10.12	18.35	469	0.6
SPBC3B8.02	46.67	7.94	2.15	415	0.54
SPBC3B8.03	49.94	5.26	-10.87	450	0.53
SPBC3B8.04c	97.05	6.19	-6.82	867	0.6
SPBC3B8.05	48.79	8.44	6.89	436	0.58
SPBC3B8.06	57.70	8.52	9.79	511	0.6
SPBC3B8.07c	41.81	7.89	5.09	362	0.55
SPBC3B8.08	17.19	4.99	-4.4	153	0.59
SPBC3B8.09	68.02	4.48	-39.55	597	0.56
SPBC3B8.10	10.20	10.56	8.21	86	0.51
SPBC3B8.10c	54.60	9.93	21.41	476	0.59
SPBC3B8.11	98.24	4.78	-29.08	868	0.56
SPBC3B9.01	32.74	4.69	-13.33	287	0.57
SPBC3B9.02c	44.21	8.9	4.18	381	0.54
SPBC3B9.03	61.08	9.68	13.81	547	0.62
